, ,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17.0000,18,19,20.0000,21,22,23.0000,24,25,26.0000,,
1,Domestic Economy_P,Domestic Economy_P1,,Domestic Economy,Electric,_P,,Domestic Economy,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.296310,Off peak ,,0.201495,,,,,,,,Dry Run SVT Direct Debit 
1,Domestic Economy_N,Domestic Economy_N1,,Domestic Economy,Electric,_N,,Domestic Economy,,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.282660,Off peak ,,0.194880,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_A,Smart Economy 9_A1,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.489720,,Peak,,0.307965,Off peak ,,0.227430,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_B,Smart Economy 9_B1,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.293790,Off peak ,,0.222915,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_C,Smart Economy 9_C1,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.460215,,Peak,,0.280245,Off peak ,,0.234045,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_D,Smart Economy 9_D1,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.691950,,Peak,,0.315315,Off peak ,,0.239295,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_E,Smart Economy 9_E1,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.530460,,Peak,,0.292950,Off peak ,,0.225435,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_F,Smart Economy 9_F1,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.594300,,Peak,,0.290640,Off peak ,,0.223230,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_G,Smart Economy 9_G1,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.509880,,Peak,,0.315315,Off peak ,,0.229425,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_P,Smart Economy 9_P1,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.300615,Off peak ,,0.225855,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_N,Smart Economy 9_N1,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.287175,Off peak ,,0.217035,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_J,Smart Economy 9_J1,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.483420,,Peak,,0.317415,Off peak ,,0.225645,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_H,Smart Economy 9_H1,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.303450,Off peak ,,0.228900,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_K,Smart Economy 9_K1,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.512400,,Peak,,0.311850,Off peak ,,0.228900,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_L,Smart Economy 9_L1,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.547365,,Peak,,0.316995,Off peak ,,0.224175,,,,,,,,Dry Run SVT Direct Debit 
1,Smart Economy 9_M,Smart Economy 9_M1,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,Direct Debit,Standing Charge,,0.583800,,Peak,,0.284025,Off peak ,,0.227955,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_A,2 Rate_A1,,2 Rate,Electric,_A,,2 Rate,,,Direct Debit,Standing Charge,,0.489720,,Peak,,0.303240,Off peak ,,0.208110,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_B,2 Rate_B1,,2 Rate,Electric,_B,,2 Rate,,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.291585,Off peak ,,0.203595,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_C,2 Rate_C1,,2 Rate,Electric,_C,,2 Rate,,,Direct Debit,Standing Charge,,0.460215,,Peak,,0.284865,Off peak ,,0.213990,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_D,2 Rate_D1,,2 Rate,Electric,_D,,2 Rate,,,Direct Debit,Standing Charge,,0.691950,,Peak,,0.314790,Off peak ,,0.216300,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_E,2 Rate_E1,,2 Rate,Electric,_E,,2 Rate,,,Direct Debit,Standing Charge,,0.530460,,Peak,,0.288750,Off peak ,,0.209580,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_F,2 Rate_F1,,2 Rate,Electric,_F,,2 Rate,,,Direct Debit,Standing Charge,,0.594300,,Peak,,0.286230,Off peak ,,0.207585,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_G,2 Rate_G1,,2 Rate,Electric,_G,,2 Rate,,,Direct Debit,Standing Charge,,0.509880,,Peak,,0.311850,Off peak ,,0.206955,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_P,2 Rate_P1,,2 Rate,Electric,_P,,2 Rate,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.297570,Off peak ,,0.206325,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_N,2 Rate_N1,,2 Rate,Electric,_N,,2 Rate,,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.283920,Off peak ,,0.199185,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_J,2 Rate_J1,,2 Rate,Electric,_J,,2 Rate,,,Direct Debit,Standing Charge,,0.483420,,Peak,,0.307650,Off peak ,,0.208950,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_H,2 Rate_H1,,2 Rate,Electric,_H,,2 Rate,,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.298305,Off peak ,,0.211995,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_K,2 Rate_K1,,2 Rate,Electric,_K,,2 Rate,,,Direct Debit,Standing Charge,,0.512400,,Peak,,0.305865,Off peak ,,0.210420,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_L,2 Rate_L1,,2 Rate,Electric,_L,,2 Rate,,,Direct Debit,Standing Charge,,0.547365,,Peak,,0.306390,Off peak ,,0.208215,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate_M,2 Rate_M1,,2 Rate,Electric,_M,,2 Rate,,,Direct Debit,Standing Charge,,0.583800,,Peak,,0.281820,Off peak ,,0.213255,,,,,,,,Dry Run SVT Direct Debit 
1,THTC_P,THTC_P1,,THTC,Electric,_P,,THTC,,,Direct Debit,Standing Charge,,0.616665,,Anytime,,0.298620,Heating,,0.238455,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_A,Flex Rate_A1,,Flex Rate,Electric,_A,,Flex Rate,,,Direct Debit,Standing Charge,,0.489720,,Anytime,,0.288225,Heating,,0.226485,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_B,Flex Rate_B1,,Flex Rate,Electric,_B,,Flex Rate,,,Direct Debit,Standing Charge,,0.490875,,Anytime,,0.277305,Heating,,0.221025,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_C,Flex Rate_C1,,Flex Rate,Electric,_C,,Flex Rate,,,Direct Debit,Standing Charge,,0.460215,,Anytime,,0.272685,Heating,,0.228900,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_D,Flex Rate_D1,,Flex Rate,Electric,_D,,Flex Rate,,,Direct Debit,Standing Charge,,0.691950,,Anytime,,0.299145,Heating,,0.235410,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_E,Flex Rate_E1,,Flex Rate,Electric,_E,,Flex Rate,,,Direct Debit,Standing Charge,,0.530460,,Anytime,,0.276465,Heating,,0.224595,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_F,Flex Rate_F1,,Flex Rate,Electric,_F,,Flex Rate,,,Direct Debit,Standing Charge,,0.594300,,Anytime,,0.274260,Heating,,0.222180,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_G,Flex Rate_G1,,Flex Rate,Electric,_G,,Flex Rate,,,Direct Debit,Standing Charge,,0.509880,,Anytime,,0.295365,Heating,,0.227115,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_P,Flex Rate_P1,,Flex Rate,Electric,_P,,Flex Rate,,,Direct Debit,Standing Charge,,0.616665,,Anytime,,0.283605,Heating,,0.223335,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_N,Flex Rate_N1,,Flex Rate,Electric,_N,,Flex Rate,,,Direct Debit,Standing Charge,,0.572880,,Anytime,,0.271215,Heating,,0.214620,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_J,Flex Rate_J1,,Flex Rate,Electric,_J,,Flex Rate,,,Direct Debit,Standing Charge,,0.483420,,Anytime,,0.293580,Heating,,0.226170,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_H,Flex Rate_H1,,Flex Rate,Electric,_H,,Flex Rate,,,Direct Debit,Standing Charge,,0.453075,,Anytime,,0.285600,Heating,,0.227535,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_K,Flex Rate_K1,,Flex Rate,Electric,_K,,Flex Rate,,,Direct Debit,Standing Charge,,0.512400,,Anytime,,0.292005,Heating,,0.227325,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_L,Flex Rate_L1,,Flex Rate,Electric,_L,,Flex Rate,,,Direct Debit,Standing Charge,,0.547365,,Anytime,,0.292530,Heating,,0.225120,,,,,,,,Dry Run SVT Direct Debit 
1,Flex Rate_M,Flex Rate_M1,,Flex Rate,Electric,_M,,Flex Rate,,,Direct Debit,Standing Charge,,0.583800,,Anytime,,0.271005,Heating,,0.226485,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate (Heating)_P,2 Rate (Heating)_P1,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,Direct Debit,Standing Charge,,0.616665,,Anytime,,0.276780,Heating,,0.231735,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate (Heating)_N,2 Rate (Heating)_N1,,2 Rate (Heating),Electric,_N,,2 Rate (Heating),,,Direct Debit,Standing Charge,,0.572880,,Anytime,,0.262605,Heating,,0.225225,,,,,,,,Dry Run SVT Direct Debit 
1,2 Rate (Heating)_K,2 Rate (Heating)_K1,,2 Rate (Heating),Electric,_K,,2 Rate (Heating),,,Direct Debit,Standing Charge,,0.512400,,Anytime,,0.282555,Heating,,0.238875,,,,,,,,Dry Run SVT Direct Debit 
1,Superdeal_H,Superdeal_H1,,Superdeal,Electric,_H,,Superdeal,,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.315735,Off peak ,,0.235620,Heating,,0.234045,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_A,3 Rate (Heating)_A1,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.489720,,Peak,,0.329175,Off peak ,,0.227640,Heating,,0.244230,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_B,3 Rate (Heating)_B1,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.315000,Off peak ,,0.221025,Heating,,0.237405,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_C,3 Rate (Heating)_C1,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.460215,,Peak,,0.301455,Off peak ,,0.227850,Heating,,0.242235,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_D,3 Rate (Heating)_D1,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.691950,,Peak,,0.342300,Off peak ,,0.235515,Heating,,0.253785,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_E,3 Rate (Heating)_E1,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.530460,,Peak,,0.310170,Off peak ,,0.226275,Heating,,0.239505,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_F,3 Rate (Heating)_F1,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.594300,,Peak,,0.307755,Off peak ,,0.224700,Heating,,0.237090,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_G,3 Rate (Heating)_G1,,3 Rate (Heating),Electric,_G,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.509880,,Peak,,0.340095,Off peak ,,0.227430,Heating,,0.247275,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_P,3 Rate (Heating)_P1,,3 Rate (Heating),Electric,_P,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.324660,Off peak ,,0.224490,Heating,,0.240240,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_N,3 Rate (Heating)_N1,,3 Rate (Heating),Electric,_N,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.308175,Off peak ,,0.216510,Heating,,0.230895,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_J,3 Rate (Heating)_J1,,3 Rate (Heating),Electric,_J,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.483420,,Peak,,0.336630,Off peak ,,0.231420,Heating,,0.244860,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_H,3 Rate (Heating)_H1,,3 Rate (Heating),Electric,_H,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.323085,Off peak ,,0.230370,Heating,,0.244020,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_K,3 Rate (Heating)_K1,,3 Rate (Heating),Electric,_K,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.512400,,Peak,,0.333585,Off peak ,,0.230685,Heating,,0.245700,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_L,3 Rate (Heating)_L1,,3 Rate (Heating),Electric,_L,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.547365,,Peak,,0.336210,Off peak ,,0.230580,Heating,,0.243495,,,,,Dry Run SVT Direct Debit 
1,3 Rate (Heating)_M,3 Rate (Heating)_M1,,3 Rate (Heating),Electric,_M,,3 Rate (Heating),,,Direct Debit,Standing Charge,,0.583800,,Peak,,0.299670,Off peak ,,0.227640,Heating,,0.239505,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_A","3 Rate (E&W, Heating)_A1",,"3 Rate (E&W, Heating)",Electric,_A,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.489720,,Peak,,0.367185,E&W,,0.246750,Heating,,0.222180,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_B","3 Rate (E&W, Heating)_B1",,"3 Rate (E&W, Heating)",Electric,_B,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.349440,E&W,,0.239820,Heating,,0.216930,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_C","3 Rate (E&W, Heating)_C1",,"3 Rate (E&W, Heating)",Electric,_C,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.460215,,Peak,,0.333900,E&W,,0.244755,Heating,,0.223230,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_D","3 Rate (E&W, Heating)_D1",,"3 Rate (E&W, Heating)",Electric,_D,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.691950,,Peak,,0.377580,E&W,,0.259560,Heating,,0.231105,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_E","3 Rate (E&W, Heating)_E1",,"3 Rate (E&W, Heating)",Electric,_E,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.530460,,Peak,,0.342825,E&W,,0.242025,Heating,,0.220815,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_F","3 Rate (E&W, Heating)_F1",,"3 Rate (E&W, Heating)",Electric,_F,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.594300,,Peak,,0.339150,E&W,,0.239400,Heating,,0.219240,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_G","3 Rate (E&W, Heating)_G1",,"3 Rate (E&W, Heating)",Electric,_G,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.509880,,Peak,,0.382620,E&W,,0.246435,Heating,,0.223440,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_P","3 Rate (E&W, Heating)_P1",,"3 Rate (E&W, Heating)",Electric,_P,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.355635,E&W,,0.252630,Heating,,0.217875,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_N","3 Rate (E&W, Heating)_N1",,"3 Rate (E&W, Heating)",Electric,_N,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.339150,E&W,,0.237405,Heating,,0.211050,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_J","3 Rate (E&W, Heating)_J1",,"3 Rate (E&W, Heating)",Electric,_J,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.483420,,Peak,,0.380100,E&W,,0.246015,Heating,,0.222180,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_H","3 Rate (E&W, Heating)_H1",,"3 Rate (E&W, Heating)",Electric,_H,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.353955,E&W,,0.249060,Heating,,0.225015,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_K","3 Rate (E&W, Heating)_K1",,"3 Rate (E&W, Heating)",Electric,_K,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.512400,,Peak,,0.372435,E&W,,0.249795,Heating,,0.223335,,,,,Dry Run SVT Direct Debit 
